Achievements/AC01_DESC: 击败默哀守望者
Relic/RE07_CAPTION: 多佛斯的镀银肺
Relic/RE07_DESCRIPTION: 这一器官被条条银丝包裹，可谓闪亮夺目。枢机主教多佛斯将他的银匙放入炉中熔炼，意图避免人们对银器的觊觎。携带者可以免遭毒气的影响
Relic/RE07_LORE: 多佛斯忏悔录·第三方@@法衣有何用，指环中的黄金又有何益？只有精雕的纯洁白银才能获得奇迹的恩赐。白银不可外现于人，不应饰于身外，应存于人身，与皮肉合一
Relic/RE10_CAPTION: 三结秘舌
Relic/RE10_DESCRIPTION: 这些秘舌被破碎之誓联结在一起，只有古斯托迪亚的创立者才能听到它们的言语。它们的言语可以唤醒沉睡的根须，为携带者设路搭桥
Relic/RE10_LORE: 这是畸形怪物的三条舌头，能发出不同的声音，三种声音能和谐一致。三条舌头团成一结，所到之处，根须就会生长拧成，好似曾经三姐妹的秀发一般
RosaryBead/RB01_CAPTION: 鸽子头骨
RosaryBead/RB01_DESCRIPTION: 鸟类的头骨，人们将其钻孔作为宝石座。看似脆弱不堪，实则能稍微提升忏悔者的防御
RosaryBead/RB01_LORE: 清晨，刑火燃起，犯人们向无情的裁判官苦苦哀求，一只白鸽从天而降，飞到一名犯人肩上，与之一并被焚为灰烬
RosaryBead/RB02_CAPTION: 神圣禁忌灰烬
RosaryBead/RB02_DESCRIPTION: 通过一种早已被人遗忘的仪式，这些灰烬已结成晶体。上面还留有异域之火的余温。此物可以调和心性，持有者的防御会有所提升
RosaryBead/RB02_LORE: 一小撮教区居民高唱着进行曲结队向墓园进发。他们一路上一遍又一遍地吟诵着祷文， 慢慢地声音变得晕晕沉沉，毫无韵律。当他们抵达墓园时，一切都安静了下来。掘墓人将冰冷的泥土铲在棺材上，一个戴兜帽的女孩将一把发热的灰烬洒向墓坑，据说此人是亡者的女儿，而这把灰则闪闪发光。掘墓人仍在一铲一铲地将泥土填向墓坑，但是在冰冷的泥土下面，这把灰仍然清晰可见。
RosaryBead/RB03_CAPTION: 白银葡萄
RosaryBead/RB03_DESCRIPTION: 一颗球形的白银果实，完全是为了满足教士的虚荣。此物冰冷坚硬，可以极大提升持有者的防御
RosaryBead/RB03_LORE: 『多佛斯忏悔录·第二部分』@@我必须尽可能多地熔炼宝珠。我需要它们当中的白银，还有它们华美的曲线。白银圣德会将我的肺从内而外包裹起来，当我呼吸时，奇迹将会用纯净贯穿我。白银圣德会将我的胃包裹起来，当我进食时，奇迹将会用纯净滋养我。白银圣德会将我的双眼由内而外装饰起来，当我睁眼时，我将会目睹奇迹
RosaryBead/RB04_CAPTION: 诰谕之词
RosaryBead/RB04_DESCRIPTION: 当装备上这个小舌时，消灭目标后有一定概率获得赎罪之泪
RosaryBead/RB04_LORE: 埃斯科利巴圣王裁决令@@圣王说：「所谓圣膏军，盔甲之下他们体挂油布，我亲自为其涂膏赐福。他们会捍卫万母之母，正如我也会庇佑他们」
RosaryBead/RB05_CAPTION: 中空宝珠
RosaryBead/RB05_DESCRIPTION: 一枚中空晦暗的珠子。虽然没有珍珠的亮泽，但是却有点发蓝。当消灭周围目标后会提升携带者的信仰
RosaryBead/RB05_LORE: 「他中招了，兄弟，奇迹就在这里面」修士惊恐地说道。@「拿过那块木头来，帮我抵住囚牢，」另一位年轻的修士答道。@他们听到一声巨响和惨叫声穿过大木门，一颗小珠从下面升了出来，他们两人的肢体也都被撕成碎片
RosaryBead/RB06_CAPTION: 发丝纽结
RosaryBead/RB06_DESCRIPTION: 三股头发纽成的结扣，十分结实，可以作为念珠使用，携带者会获得它所赐予的不屈之力
RosaryBead/RB06_LORE: 第四：这个纽结是奇迹的产物，见到它的人都要跪倒在它面前，之后此物便深受人们崇拜。此物颇为神圣，于是我们建造了圣坛进行供奉。不久之后，在一个漆黑的夜晚，在教堂里休息的祭司听到了一阵声响，这声响是由三个声音凑成。我们赶到时发现纽结已经不见了，自此之后我踏遍天涯海角苦苦追寻，向每一个灵魂询问纽结的下落
RosaryBead/RB07_CAPTION: 彩木宝珠
RosaryBead/RB07_DESCRIPTION: 涂有黄漆的宝珠。皲裂的油彩暴露了它的材质：它是用圣途森林的沙洲橡木制成。当持有者消灭周围目标后，会恢复生命值
RosaryBead/RB07_LORE: 我们称朝圣的路途为圣径。我们的马车常会经过此地，车轮印痕之深，甚至可以扬起密林深层的白灰，如果从天上鸟瞰，会发现这条路很像一条穿过森林的赭色线条
RosaryBead/RB08_CAPTION: 黄金面具碎片
RosaryBead/RB08_DESCRIPTION: 一块雕有纹饰的黄金，是几年前碎掉的一副面具的碎片。焦容修女院的修女发誓不会让世人一睹自己烧焦的面容，而此物从前的主人虔心笃定，透过这黄金面具也能感受得到。此物可以提供一些火焰抗性
RosaryBead/RB08_LORE: 第二：月开始在她的容貌上留下痕迹，她的同伴们也是如此，而烧伤之处却不然，伤处的皮肉与滚油刚泼上去时一样嫩。伤处至今仍在冒烟并散发着焦味。人们认为这是神迹，而她也被教会封为圣人；她被称为焦容圣母。人们奉她的名义创立了教团，所有修女以及所有想要师法这种生活的人都必须像奥莉娅一样烧焦自己的面庞。她在黄金面具之下覆有薄纱，可以缓解烧伤带给她的永恒的痛苦
RosaryBead/RB09_CAPTION: 瓶中苔
RosaryBead/RB09_DESCRIPTION: 一个装满苔藓的小罐。罐内散发微光的小白花可以为携带者提供毒抗性
RosaryBead/RB09_LORE: 空气一片死灰，我们几乎喘不过气来，只得待在教区，往门窗上挂湿布。这可真是让人窒息。一天夜里，屋外响起了敲门声，一个女人一声不响地将一块布放在了地上，布上有着闪亮的苔藓。她将苔藓抹在鼻孔处，而我则用怀疑的目光打量着她。之后女人转身离去。我把看到的转述给兄弟们听，于是我们抱着试一试的态度学她把苔藓抹到鼻子处。之后不久我们就又能正常呼吸了，在这死灰色的天空变蓝之前，我们将会无忧无惧了
RosaryBead/RB101_CAPTION: 炽心圣物匣
RosaryBead/RB101_DESCRIPTION: 它的胸中保留着完成赎罪的标志。它以燃烧的信念点燃承载者的心，令热情得以自动再生。
RosaryBead/RB101_LORE: 己身所犯罪过若想得到宽恕，忏悔之人必须面敷铁罩，因为罪本身无形无相，无声无息。圣父眼中，我们每个人都只能用不同的罪来区分。若想博取圣父宽宥，赎罪面罩可谓是敲门砖。
RosaryBead/RB102_CAPTION: 痛心圣物匣
RosaryBead/RB102_DESCRIPTION: 在此之内，是十足的忏悔之意。携带者将体会到前所未有的心痛，当携带者脱离危险时，圣水瓶会对携带者进行治疗。
RosaryBead/RB102_LORE: 己身所犯罪过若想得到宽恕，忏悔之人的内心必须经受痛苦，从而用圣恩净化灵魂。只有经受这种痛苦才能纯洁无垢，罪人方可得到圣父宽宥。唯有真心哀恸方可铺筑前路。
RosaryBead/RB103_CAPTION: 哀心圣物匣
RosaryBead/RB103_DESCRIPTION: 在此之内，是十足的忏悔之意。携带者的内心会因真罪而烦忧，而圣水瓶之内也会装满液态的纯粹热情。
RosaryBead/RB103_LORE: 己身所犯罪过若想得到宽恕，忏悔之人的内心必须选择赎罪，并且在整个责难之路上都要贯彻如一，直至取得圣父的宽宥。每一条责难之路都不尽相同，而且每个忏悔者都有自己选择的责难之路。这将会在忏悔者记忆中永存，就像其身体受创形成的疤痕一样。唯有这样，才能战胜罪。
RosaryBead/RB104_CAPTION: 酬善礼石
RosaryBead/RB104_DESCRIPTION: 一块平平无奇的大理石，用于受到慈善捐助时表达谢意。然而，划损的玻璃会与空的圣水瓶发生共鸣，当其中液体耗尽之时，你的力量将会增强。
RosaryBead/RB104_LORE: 最终，教堂在关闭许久以后得以开放。不久之后，此地长期的寂静将得以打破。新的曙光将会照入大门，残砖破瓦与教堂发霉的长凳之上的灰尘将会一扫而光。一切都将归于臻美，一切都将恢复秩序，我是万众之子，这是我的使命。
RosaryBead/RB105_CAPTION: 绝尘赤珠
RosaryBead/RB105_DESCRIPTION: 一个水晶球，内置红宝石核心。这块宝石闪耀着异域的光辉，使得水晶球内有如闪电般激亮。携带者会获得奇异能量，变得坚决果断，饮下圣水瓶后，四周的空气会变得雷电激荡。
RosaryBead/RB105_LORE: 所有珍贵之物都是一样的，如果你怀藏珍宝，定不会叫他人有缘一睹，更不会使人对此垂涎，这都是献给圣父的珍宝。这份珍宝将会获得无上赐福，我们将会遮住这宝石的光芒，确保没有人知道这东西的存在。
RosaryBead/RB106_CAPTION: 金丝珠
RosaryBead/RB106_DESCRIPTION: 用光亮金丝织成的小球。这些神奇的金丝摸上去略感粘手，炼金术师与学者们对此无不垂涎。每一条丝线中注入的感情都会渗入到圣水瓶中，可以使其效果得到增强。
RosaryBead/RB106_LORE: 奇迹在我眼前发生了。我发现她躺在地上，她面无生色，苍白不堪，但是又显得从容平和。在她旁边的，是四具盖着金丝布的女尸。房间被照得十分明亮，好像里面有火在烧一般。我站在原地，就可以听到她们五人心脏的跳动。心跳声在屋内回响，慢慢地融合为一。@@金丝线遍布屋内，而我的脚下就有金丝线。它们看起来像是裹尸金布上的丝线，我捡起一些金丝做成了一个金丝球，如此一来，便会叫他人信我。
RosaryBead/RB107_CAPTION: 绝尘青珠
RosaryBead/RB107_DESCRIPTION: 一个水晶球，内置蓝宝石核心。这块宝石闪耀着异域的光辉，使得水晶球内有如闪电般激亮。携带者会获得奇异能量，变得坚决果断，进行处决时，四周的空气会变得雷电激荡。
RosaryBead/RB107_LORE: 所有自我隔绝之人，所有幽禁避世之人，都将获得奇迹的保佑。一臣不事二主，或归命奇迹，或跻身尘世。我的姊妹，当你隔绝尘世之时，请牢记我说的话。
RosaryBead/RB108_CAPTION: 火釉章
RosaryBead/RB108_DESCRIPTION: 一枚闪亮的徽章，上面有白炽烈火。此等宝物一般悬于主桅，用以捕捉公海之上的光亮。此物可以加强与奇迹的联系，强化祷文的效果。
RosaryBead/RB108_LORE: 桅杆之上，烈火燃起，火舌或青或白，不停舞动，纵使狂风骤雨来袭，此火依然不息。这是圣父妙指从天而降，触摸我们的航船。这夺目强光划破长夜，指引我们驶出风暴。
RosaryBead/RB10_CAPTION: 寒冰橄榄
RosaryBead/RB10_DESCRIPTION: 被封在无尽寒冬之中的夏日果实，它来自于被冰封的橄榄树，携带者力量快耗尽的时候这颗果实的寒霜油会提升其防御力
RosaryBead/RB10_LORE: 杰米诺与其他被诅咒者穿过寒冰橄榄林，向恐怖的空心金像处进发，而留下来等候的人将会无助地死去，她赤脚踩过一枚尚未被霜雪覆盖的橄榄。她悄悄将其拾起，在手里捏了起来，她明白，这将是她最后珍爱的东西了
RosaryBead/RB11_CAPTION: 奎尔斯的焦枯宝珠
RosaryBead/RB11_DESCRIPTION: 这枚宝珠是用滥施火刑时的残余之物所制。宝珠上面会冒着轻柔的火烬，但不会灼伤奎尔斯的皮肤。这里面注满了奎尔斯的力量，会提供极强的火焰抗性
RosaryBead/RB11_LORE: 『奎尔斯传奇』@@@@恐怖的烈火吞噬了奎尔斯的身体，他痛苦不堪，不禁狂呼。但这些可不是普通的火焰：这是奇迹之火。火焰将他焚作灰烬，又当着裁判官的面一次次将他复原，让他遭受空前的折磨。经过了无数次的焚烧与惨叫，浴火重生的奎尔斯知道了自己该如何获得救赎。
RosaryBead/RB12_CAPTION: 柳条纽结
RosaryBead/RB12_DESCRIPTION: 用柳条盘成的宝珠，外面包有涂层，可以防止长年的磨损。这串珠子是由一位母亲亲手编制，同时也获得了母亲的赐福，可以提供毒伤抗性
RosaryBead/RB12_LORE: 当她被放上火刑架时，裁判官从她手中夺下了她的孩子，她哭叫着祈求裁判官不要让她的孩子看到她被处火刑。她的孩子泪流满面，在远处看着她，结果被蒙住了眼睛，而蒙眼布立即就被泪水濡湿。人们在围观火刑，高声骂她是女巫，是异教徒。当柴火堆燃起火焰时，她祈求能有善人用柳条以她的形象编造一个与她体态相仿的偶像。可以把孩子放入偶像的怀中，这样孩子就不会再思念她了。人们照做了，当偶像造成之时，人们把哭闹的孩子放入它的怀中，这个失去母亲的孩子立马停止了哭闹。这便是奇迹又一次显现慈恩了 
RosaryBead/RB13_CAPTION: 佩佩塔的庇护
RosaryBead/RB13_DESCRIPTION: 红布做成的缎带，卷折精致，上有古代精油的香气。 圣膏军的成员会将这种柔软的缎带缠在身上，上面涂有护体神油，与所披重甲相得益彰。此物前主的意志将会保佑当前携带之人抵御轻微的攻击 
RosaryBead/RB13_LORE: 「你说埃达斯？」士兵说道，「那个疯子的妹妹死了，他受不了打击。他幻想着她还活着，整天跟她神神叨叨的，有时候他们俩就像在拌嘴。从那以后，他就没有了音信」
RosaryBead/RB14_CAPTION: 荆棘徽记
RosaryBead/RB14_DESCRIPTION: 长满老茧的手将荆棘耐心地编在一起，做成了一个可以护身的徽记。只有笃定不屈之人才能使用这种东西，这种意志也会透过荆棘多刺的外表表现出来。可以保护携带者抵御近战伤害
